1;0;0
1;0;1
1;1;1
2;2;1
3;3;2
4;3;3
5;4;4
5;4;5
6;5;6
6;6;7
7;7;8
7;7;8
7;8;8
7;9;8
8;10;9
9;11;10
10;12;11
11;13;11
12;14;12
12;15;13
13;16;14
14;17;15
15;18;16
15;18;16
16;19;16
16;19;16
17;20;17
17;20;17
17;21;18
18;22;19
18;23;20
19;24;21
20;25;22
21;26;23
22;27;24
23;28;24
24;29;24
25;30;25
25;31;25
26;31;25
27;32;25
27;33;25
27;33;26
28;34;27
28;35;28
29;36;29
29;37;30
30;37;31
30;37;32
31;37;33
