1;1;1
2;2;2
3;3;3
4;4;4
5;5;5
6;6;6
7;7;7
8;8;8
9;9;9
10;10;10
11;11;11
12;12;12
13;13;13
14;14;14
15;15;15
16;16;15
17;17;15
18;18;16
19;19;17
20;20;18
21;21;19
22;22;20
23;23;21
24;24;22
25;25;23
26;26;24
27;27;25
27;27;26
28;28;27
29;29;28
30;29;29
31;30;30
32;31;31
33;32;32
34;33;33
35;34;34
36;35;35
37;36;36
38;37;37
39;37;38
40;38;39
41;39;40
41;40;41
42;40;42
43;41;43
44;42;44
45;43;45
46;44;46
47;45;47
48;46;48
