0;0;0
0;0;0
0;0;0
0;0;0
1;1;1
1;2;1
1;2;1
1;2;1
1;2;1
1;2;1
1;2;1
1;2;1
1;2;1
1;2;1
1;2;1
1;3;1
1;3;1
2;3;1
3;4;2
3;4;2
3;4;2
4;5;3
4;5;3
4;5;3
5;6;4
5;6;4
5;6;4
5;6;4
5;6;5
6;6;5
7;7;6
7;7;6
8;8;7
8;9;8
8;9;8
8;9;8
9;10;9
10;10;9
10;10;9
10;10;9
10;10;9
10;10;9
10;10;9
10;10;9
10;10;9
10;10;9
10;10;9
11;11;10
11;11;10
11;11;10
